Title,Company,Location,Salary,Snippet,Date Posted,Job Url
Scheduling Manager,Fresh Patch —,,"$72,000 - $90,000 a year",Establish and develop department standards as the subject matter expert on scheduling and employee deployment within and across the organization.,8h,https://www.simplyhired.com/job/5oeUbSC-pJNXWFsg19M0Tfaz91YAMNBBtq5PybwEL0M5efN7n9MwWw
Cashier/Front of House,Fresh Patch —,,$17 - $23 an hour,"Collaborate with the kitchen team to ensure timely and efficient service. Proficiency in using kitchen equipment such as knives, grills, ovens, and fryers.",7h,https://www.simplyhired.com/job/b7N21omcxEtRhjCr7jdXtw5nB6LS3W9q8AR75bKwipb0H4AJa1rMuQ
Head of Digital Innovation,Fresh Patch —,,"$190,000 - $205,000 a year","Min 5 years’ experience in a similar role where designing, launching, and improving processes led to streamlining transactions leveraging digital tools.",2h,https://www.simplyhired.com/job/RlJ4fjzcl18fRpLmexOxa_6-WQXHYNtwJaOE2cO4L6MrmcrAJqRmUQ
Distribution Center Supervisor,Fresh Patch —,,,"Coach, train, and develop Ref employees by providing both informal (e.g. on-floor coaching) and formal (e.g. written evaluation) job performance feedback.",8h,https://www.simplyhired.com/job/JYAhP0ZDVMP8v67VTVmaJRYSHWejVSLcKSM40sQpUspRwq1yuqjfIA
Barista,Fresh Patch —,,$20 - $22 an hour,Be a warm host- guide guests through their coffee experience from beginning to end providing exceptional guest service throughout.,3d,https://www.simplyhired.com/job/gCWBJQ_agsKWZB7vyCLwZnu6JJ8N34IAItDIefNbMBZleRh7bFwZBA
Operations Manager,Fresh Patch —,,,"Driver’s license, Forklift License, OSHA certified. Observe speed limits and obey all road signs, as well as keep driving records (i.e., mileage and gas…",3d,https://www.simplyhired.com/job/_YnlKacRpCz84iog994HwdJ_QXRUP1CLYtGli1Eect6H7mRvJtkt3w
Dental Front Office,Fast Food National Chain —,,$16 - $23 an hour,Our front office staff is our first impression and we're looking for the perfect personality that radiates positivity. Our current office hours are:,6d,https://www.simplyhired.com/job/huvmzTbdKIUSbNksii0H-9Oz5Kau_kCZfR74gt_XwEl-EH6K1t2hXw
Selector,Fast Food National Chain —,,$20.59 an hour,"Our extensive distribution network makes 700,000+ deliveries of over 75+ million cases, driving more than 30 million miles each year. 10 hours per day schedule.",5d,https://www.simplyhired.com/job/RN7a4mWaHXppb_UtysDUrMFefKFHtiDjRrxvAoCT9k3LZzbYPRmq_A
Dental Receptionist,Fast Food National Chain —,,From $20 an hour,"If you’re an experienced dental front office receptionist with exceptional communication and computer skills looking to join a thriving dental practice, we’d…",6d,https://www.simplyhired.com/job/jeF_Mfh3CAHjd6ftXKOMxAO9m_h0mNN8F-QXDH_44tLzBiJvrFQGFQ
Mailroom Coordinator,Fast Food National Chain —,,,"May be required to operate electronic and hand pallet jacks, which requires forklift training and certification. Ability to use basic office equipment.",4d,https://www.simplyhired.com/job/-Z8KPDzW9-qhM3uz-b48JRNZr7Iayp3l2296rTebG8b1PW5XWQ8JBA
Retail Associate,Fast Food National Chain —,,$12.00 - $12.50 an hour,Benefits include: Associate discount; EAP; smoking cessation; bereavement; 401(k) Associate contributions; child care & cell phone discounts; pet & legal…,22h,https://www.simplyhired.com/job/hTxG7_3qYLFcyGP5q16txDjsu8lcTml_--P3NKAAXrlR9vY1pZ-P3A
Warehouse Operator - 2nd shift - $23.82 per hour,Fast Food National Chain —,,$23.82 an hour,Operates machinery and/or power tools. Exposure to powered industrial equipment. Safely uses assigned power equipment to move material and meet order…,2d,https://www.simplyhired.com/job/00YoFhyYK0GcO5sP4MjLM7q0OBXrpC6AinheNNRzEjLY0d9NY9-EdQ
Production Operator,Fast Food National Chain —,,,"Has received forklift certification, which is updated as required, or has the ability to acquire certification. 10. Ability to learn to operate plant equipment.",2d,https://www.simplyhired.com/job/BCqE2j_oRLBc4ddbCpA3TfCG5e0l99OGV7ALbUxRwWlRHTQ8rMdZfQ
Corporate Trainer,Fast Food National Chain —,,"Up to $100,000 a year",Build and develop “Nick Mayer Auto Group University” (NMAG University) as a training center/portal. Nick Mayer Auto Group is looking for a Corporate Trainer to…,5d,https://www.simplyhired.com/job/z8EuP_WR-y7D8mz--A6oipbrPHm_IHXWDBjynAfgXyGSMEfSqImgjg
Admissions and Marketing Director,Fast Food National Chain —,,"$60,000 - $80,000 a year","College education in the field of healthcare administration, business management, marketing, and/or public relations is preferred.",8h,https://www.simplyhired.com/job/EwJpq65xZbk68VESgAeaskrx8EVJklIEkK6lY7ynXcYOd2s7UvqWcg
Facility Manager,Fast Food National Chain —,,"$50,000 - $65,000 a year",License Requirement: Must possess a valid state-issued driver’s license with a current address and acceptable driving record.,6d,https://www.simplyhired.com/job/egvsTm0WAxKdcnKeVqZX4teA_APYklk7mUnEovQ2kzqQ6n3kNg9oDQ
Wholesale Distribution Foodservice Sales Consultant,Fast Food National Chain —,,"$50,000 - $80,000 a year","Valid State Driver’s License and safe driving record. Creating, developing new business through effective selling processes. 401K match up to 4%.",3d,https://www.simplyhired.com/job/L2mcP7RpwmWfHLx6yt8eTd6tLiJ1H9dY6Wichr1xt773tA7PnbhR_w
Registered Nurse,Fast Food National Chain —,,$30 - $50 an hour,Current active license as an RN to practice in the state. Consult and collaborate with doctors and other healthcare professionals.,3d,https://www.simplyhired.com/job/hLRB24sn0f9xyTBPwXvAvfo52ktOBZhx11ADZMXKlfPBNH719ZI9cw
Marketing Coordinator,Fast Food National Chain —,,$25 - $30 an hour,"Knowledge of traditional and digital marketing, content marketing, and social media marketing. Assist in the development and implementation of the company’s…",13h,https://www.simplyhired.com/job/bNVZ0ahyupjzcEdhBBAbIEpyaFSKdLAh9SM412rGrhQw1HRlYaSy_A
Patient Coordinator for Dental Office,Fast Food National Chain —,,$16 - $20 an hour,"Experience: 2 years in a business admin position including any of: administrative assistants, computer data entry & phone calls, and communicating with…",5d,https://www.simplyhired.com/job/67XIIu7w--I9_TE0oAT48xWzRkoKEVPXIGvhgLU4918KO17P7msO_A
Veterinary Service Representative,Fast Food National Chain —,,$16 - $20 an hour,Answer phones promptly and professionally using a multi-line phone system. Warmly greet clients and pets by name. Experience with digital marking is a plus.,15h,https://www.simplyhired.com/job/6UklNO1Gj8UNNbyrj6cqNcGOtRgjJLEmDnYZJF8i5mK8y2M1UP-ewg
Regional Director,Fast Food National Chain —,,"$100,000 - $200,000 a year","Oversee compliance with state and local jurisdictional requirements for insurance, licensing and permits to operate within the region. PTO and Holiday Pay.",5h,https://www.simplyhired.com/job/tF2O-R5XCW9soJwheA1pFP6nTH6QEyajd1ay2GqA9Uz7BtJe67L-yw
Admissions Coordinator,Fast Food National Chain —,,,"College education in the field of healthcare administration, business management, marketing, and/or public relations is preferred. Shifts Needed: M-F 8a-430p.",2h,https://www.simplyhired.com/job/PGNCpS8LQsRx8irAU8gsxwME5P6T3KywPdmaARzKzi5NGBNzofWQzQ
Customer Service Representative,Fast Food National Chain —,,$17 - $22 an hour,Convert incoming customer calls into booked service appointments. Participate in training to boost booked calls and practice outbound calling.,5d,https://www.simplyhired.com/job/qxpon2Yakau68iQ33IACWczxyBBTH3LJZxNGcVHxflNSxruaBPvHGg
Server,Fast Food National Chain —,,,"50% meal discount for you, along with your spouse/dependent children at all company restaurants. Bright Horizon - backup child and elder care.",4d,https://www.simplyhired.com/job/O-U9Mbe3K6K9d5mPL_Gq-YxfKg3cwx9fwHQKFGt5hfbM8xOoIQPIcQ
